"person_id","age","rating","vehicle_condition","type_of_vehicle"
INDORES19DEL03 ,26,4.1,1,scooter 
BHPRES12DEL03 ,21,4.6,2,electric_scooter 
GOARES13DEL03 ,38,4.8,2,scooter 
KOCRES14DEL03 ,32,4.6,0,motorcycle 
HYDRES09DEL02 ,26,4.7,0,motorcycle 
KOCRES18DEL01 ,29,4.8,0,motorcycle 
KNPRES02DEL03 ,37,4.9,0,motorcycle 
KOLRES09DEL02 ,39,4.9,1,motorcycle 
GOARES14DEL02 ,38,4.3,2,electric_scooter 
HYDRES07DEL03 ,38,4.6,0,motorcycle 
KOCRES12DEL01 ,34,4.1,2,electric_scooter 
ALHRES13DEL03 ,38,4.2,0,motorcycle 
DEHRES06DEL02 ,22,4.9,2,scooter 
KOLRES15DEL02 ,21,4.7,2,electric_scooter 
COIMBRES12DEL01 ,28,4.6,0,motorcycle 
VADRES18DEL03 ,35,3.5,1,scooter 
LUDHRES14DEL01 ,37,4.0,1,scooter 
BHPRES06DEL01 ,33,5.0,2,electric_scooter 
KOLRES010DEL02 ,21,4.6,0,motorcycle 
AURGRES07DEL03 ,26,4.6,1,scooter 
ALHRES18DEL03 ,21,5.0,0,motorcycle 
GOARES04DEL03 ,27,4.7,2,electric_scooter 
RANCHIRES05DEL02 ,34,4.6,1,motorcycle 
GOARES09DEL03 ,37,4.5,2,scooter 
COIMBRES08DEL01 ,33,4.0,2,motorcycle 
AGRRES01DEL03 ,26,4.8,1,motorcycle 
KOLRES20DEL03 ,26,4.7,2,electric_scooter 
DEHRES05DEL01 ,39,4.8,0,motorcycle 
ALHRES03DEL01 ,33,4.0,2,electric_scooter 
KOLRES03DEL01 ,20,4.5,2,electric_scooter 
LUDHRES11DEL02 ,33,4.7,0,motorcycle 
KNPRES13DEL01 ,27,4.2,2,electric_scooter 
AURGRES08DEL03 ,27,4.8,1,motorcycle 
AGRRES06DEL03 ,29,4.7,2,electric_scooter 
MYSRES06DEL03 ,39,4.6,1,motorcycle 
KOCRES08DEL01 ,33,4.8,0,motorcycle 
ALHRES14DEL03 ,23,4.8,2,electric_scooter 
DEHRES18DEL02 ,29,4.4,0,motorcycle 
AGRRES15DEL02 ,28,4.9,1,scooter 
LUDHRES11DEL03 ,25,4.9,1,motorcycle 
BHPRES15DEL02 ,25,4.8,2,scooter 
DEHRES17DEL01 ,30,4.9,2,scooter 
GOARES11DEL02 ,22,4.7,1,motorcycle 
PUNERES20DEL03 ,26,4.4,0,motorcycle 
LUDHRES09DEL03 ,25,4.8,1,scooter 
GOARES07DEL03 ,30,3.8,1,scooter 
BHPRES010DEL01 ,25,4.7,0,motorcycle 
INDORES01DEL01 ,38,4.3,0,motorcycle 
KOCRES01DEL03 ,27,4.6,0,motorcycle 
KOCRES05DEL02 ,32,3.6,1,scooter 
DEHRES17DEL03 ,34,4.9,2,electric_scooter 
JAPRES01DEL01 ,26,5.0,1,motorcycle 
KOCRES02DEL01 ,35,5.0,1,scooter 
RANCHIRES19DEL02 ,26,4.7,0,motorcycle 
MUMRES12DEL02 ,32,4.8,1,motorcycle 
KOCRES03DEL03 ,39,4.9,1,scooter 
KOCRES12DEL02 ,33,4.7,2,scooter 
GOARES16DEL02 ,31,4.5,0,motorcycle 
ALHRES08DEL02 ,27,4.8,1,scooter 
AGRRES07DEL03 ,37,4.2,2,electric_scooter 
PUNERES04DEL02 ,31,4.7,0,motorcycle 
KNPRES17DEL03 ,27,4.9,2,scooter 
AURGRES09DEL02 ,22,4.6,2,scooter 
KNPRES18DEL02 ,39,4.8,1,motorcycle 
LUDHRES19DEL02 ,20,4.8,2,motorcycle 
ALHRES04DEL01 ,27,4.6,2,electric_scooter 
GOARES03DEL02 ,22,2.6,1,scooter 
ALHRES01DEL03 ,20,3.1,1,motorcycle 
LUDHRES16DEL02 ,27,4.8,0,motorcycle 
KOCRES07DEL02 ,20,4.7,1,motorcycle 
MYSRES03DEL03 ,37,4.6,2,scooter 
AGRRES03DEL03 ,30,4.5,1,motorcycle 
AURGRES20DEL02 ,32,4.5,2,scooter 
KOLRES17DEL01 ,23,5.0,2,electric_scooter 
LUDHRES17DEL03 ,27,4.0,2,motorcycle 
SURRES01DEL03 ,20,4.9,0,motorcycle 
ALHRES17DEL01 ,38,3.6,2,motorcycle 
KOLRES08DEL01 ,33,4.1,0,motorcycle 
KOCRES11DEL03 ,33,5.0,1,motorcycle 
LUDHRES02DEL02 ,27,4.6,1,scooter 
BHPRES07DEL03 ,38,4.6,1,scooter 
BHPRES01DEL01 ,22,4.5,0,motorcycle 
COIMBRES20DEL01 ,30,4.7,1,scooter 
DEHRES19DEL03 ,27,4.4,0,motorcycle 
BHPRES13DEL03 ,23,4.8,2,motorcycle 
BHPRES01DEL02 ,32,4.1,1,scooter 
AURGRES17DEL03 ,21,5.0,1,motorcycle 
AURGRES14DEL02 ,39,4.1,2,scooter 
KOLRES09DEL03 ,29,4.8,0,motorcycle 
DEHRES04DEL02 ,38,4.8,1,scooter 
KNPRES07DEL02 ,37,4.7,1,scooter 
AGRRES04DEL03 ,22,4.0,0,motorcycle 
AGRRES13DEL02 ,31,4.7,0,motorcycle 
ALHRES18DEL01 ,20,4.8,0,motorcycle 
AGRRES17DEL02 ,35,4.4,2,electric_scooter 
AGRRES09DEL01 ,23,4.6,1,scooter 
GOARES11DEL01 ,34,5.0,2,scooter 
LUDHRES06DEL03 ,29,4.8,1,scooter 
AURGRES15DEL03 ,21,4.4,0,motorcycle 
BHPRES16DEL01 ,21,4.9,0,motorcycle 
KOLRES11DEL03 ,23,4.8,1,motorcycle 
DEHRES15DEL03 ,31,4.9,1,motorcycle 
KOCRES07DEL01 ,38,4.6,1,scooter 
GOARES01DEL02 ,39,4.6,2,scooter 
ALHRES08DEL01 ,30,4.6,2,motorcycle 
DEHRES07DEL01 ,20,4.1,2,motorcycle 
LUDHRES17DEL02 ,20,4.7,0,motorcycle 
KNPRES010DEL02 ,22,5.0,2,electric_scooter 
KOLRES11DEL01 ,21,4.9,1,motorcycle 
DEHRES09DEL01 ,38,4.0,1,scooter 
KOLRES13DEL02 ,39,4.7,1,scooter 
KOCRES16DEL03 ,30,4.8,0,motorcycle 
BHPRES04DEL02 ,37,4.8,2,electric_scooter 
KNPRES03DEL03 ,33,4.4,0,motorcycle 
KOLRES02DEL03 ,24,5.0,0,motorcycle 
ALHRES15DEL03 ,37,4.6,2,scooter 
BANGRES03DEL01 ,20,5.0,1,scooter 
AGRRES13DEL03 ,31,4.7,2,electric_scooter 
DEHRES14DEL03 ,29,4.9,0,motorcycle 
KOCRES02DEL02 ,34,5.0,2,scooter 
KOLRES02DEL01 ,25,4.9,2,electric_scooter 
ALHRES05DEL03 ,30,4.6,0,motorcycle 
AGRRES06DEL01 ,27,4.9,1,scooter 
ALHRES02DEL02 ,34,4.9,1,scooter 
DEHRES15DEL02 ,34,4.6,0,motorcycle 
KOCRES04DEL02 ,28,4.6,0,motorcycle 
KOCRES18DEL03 ,28,4.9,1,scooter 
BHPRES16DEL03 ,31,4.6,1,motorcycle 
BHPRES03DEL01 ,29,4.1,0,motorcycle 
KNPRES05DEL03 ,34,4.8,0,motorcycle 
KOLRES06DEL02 ,25,4.5,1,motorcycle 
JAPRES17DEL01 ,33,4.0,2,scooter 
AGRRES05DEL01 ,27,4.6,2,scooter 
KNPRES12DEL03 ,26,5.0,0,motorcycle 
DEHRES20DEL02 ,32,4.6,2,scooter 
ALHRES09DEL03 ,28,4.9,2,motorcycle 
AURGRES17DEL02 ,35,4.8,0,motorcycle 
AGRRES19DEL02 ,35,4.9,0,motorcycle 
LUDHRES15DEL01 ,22,4.8,2,electric_scooter 
BHPRES18DEL03 ,39,4.2,1,motorcycle 
GOARES15DEL03 ,39,4.8,1,scooter 
KNPRES07DEL01 ,34,4.8,2,scooter 
LUDHRES16DEL03 ,31,4.7,0,motorcycle 
KNPRES14DEL03 ,32,4.6,2,motorcycle 
KNPRES09DEL02 ,35,4.6,0,motorcycle 
BHPRES15DEL01 ,23,4.8,1,motorcycle 
KNPRES06DEL01 ,29,4.6,0,motorcycle 
DEHRES06DEL01 ,25,5.0,2,scooter 
KNPRES010DEL01 ,21,4.8,0,motorcycle 
ALHRES06DEL02 ,30,4.4,0,motorcycle 
ALHRES010DEL01 ,32,4.7,2,motorcycle 
KOLRES05DEL01 ,26,4.6,0,motorcycle 
AGRRES010DEL03 ,33,4.9,2,electric_scooter 
GOARES02DEL02 ,24,4.9,0,motorcycle 
KOLRES01DEL03 ,34,4.8,1,scooter 
KNPRES09DEL01 ,39,4.0,1,scooter 
DEHRES14DEL01 ,36,4.8,1,motorcycle 
ALHRES04DEL02 ,37,4.1,2,electric_scooter 
AGRRES14DEL01 ,29,4.9,1,scooter 
LUDHRES13DEL02 ,34,3.8,1,scooter 
LUDHRES05DEL01 ,25,4.9,2,electric_scooter 
AGRRES13DEL01 ,35,4.8,0,motorcycle 
GOARES08DEL02 ,35,4.4,1,scooter 
AURGRES15DEL01 ,31,4.0,0,motorcycle 
GOARES08DEL01 ,24,4.6,0,motorcycle 
BHPRES17DEL03 ,26,4.8,0,motorcycle 
BHPRES010DEL02 ,32,4.7,0,motorcycle 
AURGRES07DEL01 ,36,4.8,1,scooter 
AURGRES05DEL03 ,28,4.6,2,scooter 
GOARES13DEL01 ,35,4.7,1,motorcycle 
ALHRES15DEL02 ,36,4.5,0,motorcycle 
DEHRES01DEL02 ,29,5.0,1,scooter 
GOARES18DEL01 ,23,4.6,0,motorcycle 
KOCRES06DEL03 ,22,4.8,2,motorcycle 
KOLRES07DEL03 ,31,5.0,2,scooter 
KOCRES19DEL03 ,35,4.8,1,motorcycle 
DEHRES03DEL02 ,34,4.7,0,motorcycle 
KNPRES06DEL02 ,24,4.9,2,scooter 
LUDHRES18DEL02 ,33,3.9,2,scooter 
BHPRES14DEL01 ,29,4.8,0,motorcycle 
MYSRES03DEL02 ,32,4.2,0,motorcycle 
BHPRES02DEL03 ,28,4.9,1,scooter 
KNPRES08DEL03 ,25,4.7,1,scooter 
KOLRES09DEL01 ,32,5.0,0,motorcycle 
GOARES17DEL02 ,30,4.3,0,motorcycle 
KOCRES20DEL02 ,20,4.5,1,scooter 
KOCRES16DEL01 ,37,4.0,0,motorcycle 
ALHRES16DEL01 ,21,4.9,0,motorcycle 
ALHRES13DEL02 ,28,5.0,2,scooter 
KOLRES010DEL01 ,29,4.8,0,motorcycle 
LUDHRES09DEL01 ,38,4.0,1,scooter 
DEHRES08DEL02 ,36,4.6,2,motorcycle 
ALHRES19DEL02 ,20,4.7,1,scooter 
DEHRES03DEL01 ,20,4.9,2,scooter 
DEHRES010DEL02 ,39,5.0,1,motorcycle 
KOCRES01DEL01 ,37,4.6,1,motorcycle 
AURGRES010DEL03 ,23,4.6,1,scooter 
ALHRES17DEL02 ,20,5.0,2,motorcycle 
KOLRES13DEL01 ,33,4.6,2,electric_scooter 
AGRRES18DEL03 ,24,4.1,2,motorcycle 
MUMRES14DEL01 ,38,4.9,1,motorcycle 
ALHRES02DEL03 ,23,4.9,1,scooter 
DEHRES20DEL03 ,25,4.6,0,motorcycle 
KOLRES01DEL01 ,29,4.0,1,scooter 
ALHRES03DEL02 ,26,4.8,2,scooter 
KOCRES20DEL03 ,24,5.0,0,motorcycle 
BHPRES19DEL03 ,25,4.6,2,motorcycle 
AGRRES20DEL02 ,38,4.5,0,motorcycle 
ALHRES20DEL03 ,34,5.0,2,scooter 
LUDHRES04DEL02 ,27,4.7,1,motorcycle 
AURGRES05DEL01 ,25,4.8,2,scooter 
DEHRES02DEL02 ,24,4.8,1,motorcycle 
LUDHRES19DEL03 ,30,4.7,0,motorcycle 
AURGRES17DEL01 ,24,4.8,2,electric_scooter 
AGRRES14DEL03 ,38,4.9,2,motorcycle 
LUDHRES14DEL02 ,23,4.9,1,motorcycle 
BHPRES05DEL02 ,36,4.9,1,motorcycle 
KOCRES09DEL01 ,30,4.7,1,motorcycle 
KOCRES11DEL02 ,29,5.0,1,motorcycle 
DEHRES12DEL01 ,21,4.6,1,scooter 
AGRRES06DEL02 ,22,4.6,1,motorcycle 
AURGRES16DEL02 ,32,5.0,2,scooter 
AGRRES20DEL01 ,35,4.7,0,motorcycle 
BHPRES09DEL03 ,29,4.3,0,motorcycle 
AURGRES01DEL03 ,32,4.6,1,scooter 
GOARES06DEL03 ,34,4.2,0,motorcycle 
AGRRES05DEL03 ,39,4.8,1,motorcycle 
GOARES06DEL01 ,21,4.8,0,motorcycle 
LUDHRES07DEL01 ,37,4.9,0,motorcycle 
KOCRES07DEL03 ,20,4.9,2,scooter 
KOCRES13DEL01 ,37,4.7,0,motorcycle 
AURGRES11DEL02 ,20,4.8,2,motorcycle 
AGRRES02DEL01 ,37,4.4,0,motorcycle 
KOCRES05DEL01 ,32,4.0,0,motorcycle 
AURGRES11DEL03 ,39,4.7,0,motorcycle 
KOCRES17DEL03 ,32,4.8,2,scooter 
ALHRES02DEL01 ,38,4.7,2,scooter 
KNPRES04DEL01 ,35,4.7,1,scooter 
KNPRES17DEL01 ,38,4.5,0,motorcycle 
BHPRES05DEL03 ,27,4.5,0,motorcycle 
KOCRES01DEL02 ,39,4.6,1,scooter 
AGRRES19DEL03 ,22,4.7,2,scooter 
GOARES20DEL03 ,31,4.8,1,motorcycle 
KNPRES20DEL03 ,29,4.5,1,scooter 
AGRRES18DEL01 ,35,4.9,1,scooter 
BHPRES18DEL02 ,26,4.6,1,motorcycle 
GOARES05DEL01 ,27,4.7,0,motorcycle 
AGRRES12DEL01 ,33,5.0,1,scooter 
BHPRES14DEL02 ,23,5.0,0,motorcycle 
BHPRES19DEL01 ,25,5.0,1,motorcycle 
KOLRES02DEL02 ,37,4.6,0,motorcycle 
AGRRES01DEL01 ,34,4.8,2,electric_scooter 
KOCRES04DEL03 ,20,5.0,1,motorcycle 
KNPRES20DEL01 ,31,4.7,2,electric_scooter 
ALHRES15DEL01 ,24,4.7,2,motorcycle 
AURGRES06DEL03 ,20,5.0,1,motorcycle 
GOARES18DEL02 ,28,4.8,1,motorcycle 
LUDHRES12DEL01 ,20,4.6,2,scooter 
KOLRES05DEL02 ,24,4.6,1,scooter 
KOCRES19DEL01 ,29,4.1,2,motorcycle 
AURGRES04DEL03 ,31,4.6,1,scooter 
BHPRES11DEL02 ,29,5.0,0,motorcycle 
ALHRES05DEL02 ,24,4.9,0,motorcycle 
BHPRES11DEL01 ,20,5.0,1,motorcycle 
BHPRES09DEL02 ,35,4.6,0,motorcycle 
ALHRES13DEL01 ,21,4.6,1,scooter 
GOARES12DEL03 ,37,4.7,2,scooter 
KOCRES02DEL03 ,23,4.5,2,scooter 
BHPRES17DEL02 ,34,4.7,2,electric_scooter 
LUDHRES010DEL01 ,39,4.2,0,motorcycle 
LUDHRES06DEL01 ,22,4.5,0,motorcycle 
DEHRES01DEL03 ,35,4.7,0,motorcycle 
KOLRES20DEL01 ,38,4.8,1,motorcycle 
BHPRES20DEL03 ,27,4.8,0,motorcycle 
KNPRES02DEL01 ,35,4.7,0,motorcycle 
ALHRES19DEL01 ,28,4.9,1,motorcycle 
AURGRES010DEL02 ,35,4.3,1,motorcycle 
KOCRES17DEL02 ,38,4.7,0,motorcycle 
AGRRES08DEL01 ,32,5.0,2,scooter 
DEHRES18DEL03 ,21,4.7,2,scooter 
KOCRES18DEL02 ,39,4.2,0,motorcycle 
DEHRES05DEL02 ,38,4.5,0,motorcycle 
ALHRES010DEL03 ,32,4.8,0,motorcycle 
AGRRES11DEL01 ,38,4.7,2,scooter 
KOLRES07DEL01 ,26,4.9,2,scooter 
KNPRES18DEL03 ,35,4.5,2,scooter 
AGRRES16DEL02 ,26,4.5,1,scooter 
LUDHRES01DEL01 ,26,4.9,0,motorcycle 
ALHRES06DEL03 ,29,4.7,1,scooter 
AURGRES09DEL01 ,28,5.0,1,scooter 
KOCRES06DEL02 ,35,4.8,2,motorcycle 
KNPRES18DEL01 ,28,4.9,2,scooter 
BHPRES08DEL03 ,34,4.7,0,motorcycle 
AURGRES13DEL01 ,27,4.8,0,motorcycle 
LUDHRES03DEL02 ,31,4.2,0,motorcycle 
KNPRES05DEL01 ,20,4.8,1,motorcycle 
AURGRES13DEL03 ,38,5.0,1,scooter 
KOCRES08DEL03 ,26,4.7,0,motorcycle 
KOCRES04DEL01 ,24,4.8,1,scooter 
KNPRES20DEL02 ,21,5.0,1,scooter 
BHPRES06DEL03 ,32,4.1,0,motorcycle 
GOARES03DEL03 ,36,4.1,1,scooter 
GOARES01DEL03 ,24,4.7,2,scooter 
